咪咕,#genre#
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8

四川,#genre#
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
成都新闻综合HD,http://sx.aisx.cc/live/cd.php?id=cdxw
成都经济资讯HD,http://sx.aisx.cc/live/cd.php?id=cdjj
成都都市生活HD,http://sx.aisx.cc/live/cd.php?id=cdsh
成都影视文艺HD,http://sx.aisx.cc/live/cd.php?id=cdys
成都公共HD,http://sx.aisx.cc/live/cd.php?id=cdgg
成都少儿HD,http://sx.aisx.cc/live/cd.php?id=cdse
成都蓉城先锋HD,http://sx.aisx.cc/live/cd.php?id=cdrc
成华有线,http://sx.aisx.cc/live/cd.php?id=chyx
崇州电视1套,http://sx.aisx.cc/live/cd.php?id=cztv
都江堰电视台,http://sx.aisx.cc/live/cd.php?id=djytv
大邑综合,http://sx.aisx.cc/live/cd.php?id=dyxwzh
高新电视台,http://sx.aisx.cc/live/cd.php?id=gxtv
锦江电视台,http://sx.aisx.cc/live/cd.php?id=jjtv
金牛电视台,http://sx.aisx.cc/live/cd.php?id=jntv
金堂电视台,http://sx.aisx.cc/live/cd.php?id=jttv
简阳新闻综合,http://sx.aisx.cc/live/cd.php?id=jyxwzh
龙泉综合,http://sx.aisx.cc/live/cd.php?id=lqzh
郫都新闻综合,http://sx.aisx.cc/live/cd.php?id=pdxwzh
蒲江电视台,http://sx.aisx.cc/live/cd.php?id=pjtv
彭州电视台,http://sx.aisx.cc/live/cd.php?id=pztv
青白江电视台,http://sx.aisx.cc/live/cd.php?id=qbjtv
邛崃电视台,http://sx.aisx.cc/live/cd.php?id=qltv
青羊电视台,http://sx.aisx.cc/live/cd.php?id=qytv
双流综合,http://sx.aisx.cc/live/cd.php?id=slzh
武侯电视台,http://sx.aisx.cc/live/cd.php?id=whtv
温江电视台,http://sx.aisx.cc/live/cd.php?id=wjtv
新都电视台,http://sx.aisx.cc/live/cd.php?id=xdzh
新津电视台,http://sx.aisx.cc/live/cd.php?id=xjtv
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
利州,http://tv.drs.lzgbdst.com:8100/channel/live/lztv2.flv
利州,http://tvfile.lzgbdst.com/nmip-media/channel/live/channel106876/playlist.m3u8
利州,http://tv.drs.lzgbdst.com:8100/channel/live/lztv2.flv?zsicd
利州,http://tvfile.lzgbdst.com/nmip-media/channel/live/channel106876/playlist.m3u8?zsicd
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
康定,http://kdfile.ganzitv.com/nmip-media/channel/live/channel100663/playlist.m3u8
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channel/live/channel100663/playlist.m3u8
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channel/live/channel100663/playlist.m3u8?
康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channel/live/channel100663/playlist.m3u8?zsicd
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd
攀枝花新闻,http://zb.pzhgd.com:9095/live/xwzh.m3u8
攀枝花新闻,http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channel/live/channel103799/playlist.m3u8?zsicd
泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channel/live/channel102221/playlist.m3u8
泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channel/live/channel106011/playlist.m3u8
泸州科教,http://file.luzhoubs.com/nmip-media/channel/live/channel103074/playlist.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channel/live/channel103074/playlist.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
甘孜综合,http://tv.drs.ganzitv.com:8100/channel/live/gztv.flv?zsicd
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channel/live/channel4/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channel/live/channel4/playlist.m3u8?zsicd
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd
达州公共,http://tv.drs.dzxw.net/channel/live/ggpd-dz2.flv
达州新闻,http://tv.drs.dzxw.net/channel/live/xwzhpd-dz1.flv
达州新闻,http://tv.drs.dzxw.net:80/channel/live/xwzhpd-dz1.flv
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8

辽宁,#genre#
德惠综合,http://stream11.jlntv.cn/dehuitv/playlist.m3u8
九台区电视台,http://stream10.jlntv.cn/jiutaitv/playlist.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/playlist.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/playlist.m3u8
磐石综合,http://stream5.jlntv.cn/ps/playlist.m3u8
舒兰综合,http://stream8.jlntv.cn/shulan/playlist.m3u8
永吉综合,http://stream10.jlntv.cn/yongji/playlist.m3u8
长白山综合,http://stream8.jlntv.cn/cbstv/playlist.m3u8
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
珲春电视台,http://stream8.jlntv.cn/hctv/playlist.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/playlist.m3u8
汪清综合,http://stream5.jlntv.cn/wq/playlist.m3u8
延吉综合,http://stream6.jlntv.cn/yj/playlist.m3u8
大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
洮南综合,http://stream5.jlntv.cn/tn/playlist.m3u8
通榆综合,http://stream6.jlntv.cn/ty/playlist.m3u8
镇赉综合,http://stream6.jlntv.cn/zl/playlist.m3u8
扶余综合,http://stream6.jlntv.cn/fy/playlist.m3u8
乾安综合,http://stream6.jlntv.cn/qa/playlist.m3u8
公主岭综合,http://stream5.jlntv.cn/gzl/playlist.m3u8
梨树新闻,http://stream6.jlntv.cn/ls/playlist.m3u8
双辽综合,http://stream5.jlntv.cn/sl/playlist.m3u8
伊通综合,http://stream6.jlntv.cn/yt/playlist.m3u8
东丰综合,http://stream5.jlntv.cn/df/playlist.m3u8
东辽综合,http://stream5.jlntv.cn/dl/playlist.m3u8
抚松综合,http://stream8.jlntv.cn/fs/playlist.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/playlist.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/playlist.m3u8
临江综合,http://stream8.jlntv.cn/linjiang/playlist.m3u8
辉南综合,http://stream5.jlntv.cn/hn/playlist.m3u8
柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8
通化县综合,http://stream5.jlntv.cn/thx/playlist.m3u8

广东,#genre#
广州综合,http://sx.aisx.cc/live/gsw.php?id=gzzh
广州影视,http://sx.aisx.cc/live/gsw.php?id=gzys
广州新闻,http://sx.aisx.cc/live/gsw.php?id=gzxw
广州政法,http://sx.aisx.cc/live/gsw.php?id=gzzf
广州竞赛,http://sx.aisx.cc/live/gsw.php?id=gzjs
南国都市,http://sx.aisx.cc/live/gsw.php?id=ngds
